Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,analysis_level,corr_threshold,language,max_df,max_features,min_df,min_var,model_type,multilabel_type,n_features,n_gram_range_end,n_gram_range_start,spacy_model_used,tfidf,unit_of_analysis,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,precision_macro_mean,precision_macro_std,precision_micro_mean,precision_micro_std,recall_macro_mean,recall_macro_std,recall_micro_mean,recall_micro_std
2022-11-09 09:27:19,45ms,9527481501104f46bf9e70df8cdc7023,bittersweet-worm-703,LOCAL,/home/juanbermeo/SynologyDriveRA/Framing/benchmark_subtask_2.py,juanbermeo,FINISHED,model_wide,0.9,ru,0.95,1,0.05,0.001,MultinomialNB(),independent,961,1,1,ru_core_news_sm,True,raw_text,0.08964474678760392,0.03302951993697576,0.1372856306469752,0.02979182129355959,0.2383447086694567,0.05490036482072598,0.3726190476190476,0.03646045912169893,0.8826306543697848,0.04559620772274441,0.09354772211915068,0.025468221439608987,0.13921184106083953,0.03617652112252379
2022-11-09 09:27:18,46ms,37dca6fd8ebe4cb99e85706c4d9ac0fc,secretive-mare-448,LOCAL,/home/juanbermeo/SynologyDriveRA/Framing/benchmark_subtask_2.py,juanbermeo,FINISHED,model_wide,0.9,ru,0.95,1,0.05,0.001,ComplementNB(),independent,961,1,1,ru_core_news_sm,True,raw_text,0.021012849584278154,0.000855155593271714,0.38654921297643724,0.02381380346730533,0.4389152793003015,0.02867271853741875,0.31362196086829436,0.021364155714184443,0.3447516649609161,0.025106491032025956,0.5370774067202639,0.036035351079181085,0.6051034225148246,0.041909948731577364
2022-11-09 09:26:55,47ms,4330c47d494c46d282b2b86218e83327,agreeable-rat-745,LOCAL,/home/juanbermeo/SynologyDriveRA/Framing/benchmark_subtask_2.py,juanbermeo,FINISHED,model_wide,0.9,ru,0.95,1,0.05,0.001,MultinomialNB(),independent,399,1,1,ru_core_news_sm,True,title_and_first_sentence_each_paragraph,0.08344671201814058,0.014498292392875993,0.12307577473317911,0.013934523254222885,0.21045242669856176,0.03274978258219364,0.34894179894179894,0.01652539437750413,0.8920730685436568,0.038858109738338364,0.07974386724386724,0.012538832267089559,0.11957790540225055,0.020318319221746903
2022-11-09 09:26:54,60ms,de41149059d549c9a8cabf24081e5816,languid-chimp-33,LOCAL,/home/juanbermeo/SynologyDriveRA/Framing/benchmark_subtask_2.py,juanbermeo,FINISHED,model_wide,0.9,ru,0.95,1,0.05,0.001,ComplementNB(),independent,399,1,1,ru_core_news_sm,True,title_and_first_sentence_each_paragraph,0.04202569916855631,0.016750738777650247,0.37698287938721703,0.009185647289707185,0.4226195751923336,0.01860646165631681,0.2986086564425795,0.01477982753116605,0.3233294118628653,0.024380681630497343,0.5603561121418265,0.04528616963185374,0.6161927440818041,0.04021366482164705
2022-11-09 09:26:51,48ms,9b4d0d0bfbb842388db48ad68affe989,sneaky-kite-621,LOCAL,/home/juanbermeo/SynologyDriveRA/Framing/benchmark_subtask_2.py,juanbermeo,FINISHED,model_wide,0.9,ge,0.95,1,0.05,0.001,MultinomialNB(),independent,731,1,1,de_core_news_sm,True,raw_text,0.05181159420289855,0.056524061639388584,0.2720442771578153,0.010374204000306197,0.49974569177467726,0.013381039929087228,0.34177182612056556,0.06600465191588341,0.7296862575001808,0.0833241475244774,0.25237606484241293,0.015358034861904893,0.383836943557693,0.024367887909699716
2022-11-09 09:26:51,47ms,a65593a6199d4a989f1d0bcdaf407586,luxuriant-snake-817,LOCAL,/home/juanbermeo/SynologyDriveRA/Framing/benchmark_subtask_2.py,juanbermeo,FINISHED,model_wide,0.9,ge,0.95,1,0.05,0.001,ComplementNB(),independent,731,1,1,de_core_news_sm,True,raw_text,0,0,0.47847846436573854,0.025579118025606692,0.5265942308945882,0.019418998784501002,0.41832228447078057,0.011640020779136092,0.4382171192524229,0.027228329368271777,0.6132912419989608,0.06910055780783321,0.6647861075502618,0.04994793952883557
2022-11-09 09:26:50,48ms,15bccc9e753b4fcda0983653d5103c4a,beautiful-steed-164,LOCAL,/home/juanbermeo/SynologyDriveRA/Framing/benchmark_subtask_2.py,juanbermeo,FINISHED,model_wide,0.9,fr,0.95,1,0.05,0.001,MultinomialNB(),independent,1190,1,1,fr_core_news_sm,True,raw_text,0.05654508889803008,0.013705076671722993,0.15305247217408616,0.010768359688233574,0.3384331939033613,0.0322787358800292,0.28918233960250767,0.026739591977276957,0.8156678592725104,0.07386931846415012,0.12103548270428066,0.015182079401846372,0.21532817287534267,0.02779816239282372
2022-11-09 09:26:50,65ms,2daec9f6f8d349409dbe6bc9f99d1313,flawless-wolf-97,LOCAL,/home/juanbermeo/SynologyDriveRA/Framing/benchmark_subtask_2.py,juanbermeo,FINISHED,model_wide,0.9,fr,0.95,1,0.05,0.001,ComplementNB(),independent,1190,1,1,fr_core_news_sm,True,raw_text,0.03836327071621189,0.016141347621406888,0.4148615927462646,0.009469029066735345,0.46369166350078767,0.018225962444060786,0.3429837608930241,0.01717131614792671,0.3628242737055962,0.021554664809295042,0.5860768467666148,0.020858245798357364,0.6434446057087566,0.0030851679518962825
2022-11-09 09:26:44,46ms,83c46660e696451aaa53cddc4dc41d94,nebulous-shad-576,LOCAL,/home/juanbermeo/SynologyDriveRA/Framing/benchmark_subtask_2.py,juanbermeo,FINISHED,model_wide,0.9,ru,0.95,1,0.05,0.001,MultinomialNB(),independent,283,1,1,ru_core_news_sm,True,title_and_10_sentences,0.07482993197278912,0.053564679415046335,0.11089543149693526,0.021676597121786424,0.20317290296354515,0.03977488206283721,0.2492063492063492,0.0291821846203972,0.8111111111111112,0.04374448818895451,0.0786525974025974,0.021789594291511994,0.11689312228603448,0.025569912046130468
2022-11-09 09:26:44,46ms,7e2d1db456ec416bbf977a74141e9bd1,caring-tern-438,LOCAL,/home/juanbermeo/SynologyDriveRA/Framing/benchmark_subtask_2.py,juanbermeo,FINISHED,model_wide,0.9,ru,0.95,1,0.05,0.001,ComplementNB(),independent,283,1,1,ru_core_news_sm,True,title_and_10_sentences,0.04081632653061224,0.03332639105827453,0.3673488592472695,0.005037133813614756,0.4147938377630254,0.005509284687007125,0.2890226062412042,0.0005878647740962072,0.3154698545265973,0.004544322427698663,0.5401772830344259,0.023931521344950874,0.6054536116169398,0.0086502300355267
